,gene,pval,qval,log2fc,mean,zero_mean,zero_variance
19114,Sf3a1,0.07112343123715212,0.3708718099305588,0.9855002045776264,0.1497797092611569,False,False
11594,Ppfibp1,0.07118613805798372,0.37105356703697856,1.037967584163333,0.17621142758540645,False,False
16472,Map1lc3b,0.07139513014393248,0.3719973871363365,0.3031086141045691,1.7092504832187938,False,False
14613,Lss,0.07146042474217894,0.37204659587340755,1.7384076821339178,0.06607929960976351,False,False
7023,Ugcg,0.07146042474217894,0.37204659587340755,1.7384076821339178,0.06607929960976351,False,False
11292,Cops7a,0.07148850320697948,0.3720473938385108,-0.8979020011882886,0.1982379017422378,False,False
1346,Tada1,0.07152466503118947,0.3720902429560864,1.0379678164167119,0.1541850110967254,False,False
15548,Smim19,0.07166748381372914,0.3726876997854463,0.7637925541781548,0.24669599270505527,False,False
26896,Snx24,0.0717607628131749,0.37288168602181326,-1.7693869616821967,0.04845814859814582,False,False
23204,Ptp4a3,0.0717607628131749,0.37288168602181326,-1.7693869616821967,0.04845814859814582,False,False
19227,Rab1a,0.07197390454288699,0.37384340359644574,0.5019139314062306,0.9603521167444238,False,False
663,Ptma,0.07207650245777586,0.37423041396919243,0.3647693818306721,15.533042739666506,False,False
4550,Slc6a8,0.0722498137894494,0.3749841328854049,-1.6401038748692778,0.057268721055616895,False,False
10232,Snd1,0.07232426812851087,0.37522438640037004,0.7160392454546941,0.27753297925520576,False,False
12746,Tsg101,0.07237839737765818,0.3753184267474692,0.4940316682269887,0.6431715745757856,False,False
15319,Trappc5,0.07240572043082306,0.3753184267474692,-0.640104667601839,0.35682816901921177,False,False
20634,Becn1,0.07250824511946857,0.3753184267474692,0.5061157468187241,0.49779718260933126,False,False
468,Myl1,0.07258477222178007,0.3753184267474692,1069.771181344438,0.035242291602269146,False,False
17036,Gmfb,0.07278095998603042,0.3753184267474692,0.7224654655273843,0.259911825215764,False,False
23340,Rac2,0.0727856333862458,0.3753184267474692,1.4072015680944217,0.1629955819787433,False,False
16865,Ankrd28,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
17931,Msantd2,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
13829,Prss36,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
14526,Sirt1,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
8757,Pacrgl,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
6240,Dbt,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
15804,Naf1,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
22611,Batf,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
23709,A330009N23Rik,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
840,2310035C23Rik,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
2062,Endog,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
16284,Edc4,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
7735,Tinagl1,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
17425,R3hcc1,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
13390,Trim30b,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
3629,Rbm12,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
9329,Ulk1,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
27702,Mms19,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
20498,Med24,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
2163,Mvb12b,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
27559,Rfx3,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
26602,Trappc8,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
16510,Dpep1,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
27365,Tkfc,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
17676,Endod1,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
23197,Trappc9,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
14992,4930430F08Rik,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
5772,Dennd4b,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
3099,Ino80,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
21791,Papd7,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
15755,Cep44,0.07338471077663869,0.3753184267474692,2.0379679872476895,0.03964758040342431,False,False
5189,Snx16,0.07358525558725063,0.3754914454022577,1.2078929998867878,0.09691630761725788,False,False
27002,Spire1,0.07358525558725063,0.3754914454022577,1.2078929998867878,0.09691630761725788,False,False
598,Serpine2,0.0736118850612867,0.3754914454022577,3.6229304543784866,0.11013216606960817,False,False
25747,Cript,0.07375127996498576,0.3754914454022577,0.46681008812796754,0.6343609709046486,False,False
11871,Sepw1,0.07383334183557924,0.3754914454022577,0.3759631236112683,1.9427305386455052,False,False
12779,Htatip2,0.07386739237783009,0.3754914454022577,0.9555054852155827,0.18942727473470083,False,False
5176,Fabp5,0.07388177983243169,0.3754914454022577,2.310986227726415,0.5638765965789425,False,False
7361,0610037L13Rik,0.0739338332705135,0.3754914454022577,0.6027518993656399,0.4185021087724207,False,False
758,Ndufa10,0.07405761774026144,0.3754914454022577,0.5615291694995199,0.5462553663925978,False,False
9160,5430416N02Rik,0.07407868135352855,0.3754914454022577,0.9124365075403259,0.24669596723522913,False,False
15947,Gm10282,0.07422202915234279,0.3754914454022577,-2.184424528141763,0.04405286153245078,False,False
17750,Zfp26,0.07422203811556387,0.3754914454022577,-2.184424528141763,0.04405286153245078,False,False
23655,Tmbim6,0.07425308298211318,0.3754914454022577,0.2524973210446778,2.6916287586027305,False,False
20171,Rhot1,0.07427101516141582,0.3754914454022577,0.8680425076278556,0.18061669075672848,False,False
22934,Prkaa1,0.07435195981246975,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
14782,Thop1,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
21861,Lysmd3,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
18911,Ptpn23,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
13580,Btbd10,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
22694,Kcnk13,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
17875,Ets1,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
5917,Gabpb2,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
3122,Vps39,0.07435196767428671,0.3754914454022577,1.622930454378487,0.06167401254406847,False,False
27911,mt-Co2,0.07456994577921466,0.3754914454022577,0.26739177868600655,15.942737793607334,False,False
24776,Thoc6,0.07460923895034652,0.3754914454022577,1.037967586082769,0.15418499140356082,False,False
11211,Usp18,0.07476282469647987,0.3754914454022577,1.8453222983829278,0.17621140546341824,False,False
11476,Gm19434,0.0747746886242697,0.3754914454022577,0.9310524618972413,0.14537442711875304,False,False
27243,Znhit2,0.0747746886242697,0.3754914454022577,0.9310524618972413,0.14537442711875304,False,False
17190,Pabpn1,0.07501936442948988,0.3754914454022577,-1.225066582507061,0.09691630559870851,False,False
1736,Hspa14,0.07522243164366745,0.3754914454022577,0.7103927028576605,0.29515410854690405,False,False
19155,Ykt6,0.07528652852478904,0.3754914454022577,1.0968613601039787,0.1365638595845731,False,False
16082,Vps35,0.07540534884396556,0.3754914454022577,0.5198362190063649,0.4845813596826293,False,False
18633,Pcolce2,0.07544145277770457,0.3754914454022577,2.944858576138136,0.070484587401644,False,False
163,Plekhb2,0.07566741499541138,0.3754914454022577,0.6229294910067856,0.3700439389056572,False,False
26871,Atg12,0.07568124874169377,0.3754914454022577,0.597394291329597,0.33039634868436973,False,False
5939,Ecm1,0.07572188298537307,0.3754914454022577,1.1083571648846078,0.11453744562318148,False,False
11269,Lpcat3,0.07572189111098983,0.3754914454022577,1.1083571648846078,0.11453744562318148,False,False
15581,Adam9,0.07572189111098983,0.3754914454022577,1.1083571648846078,0.11453744562318148,False,False
1439,Dcaf8,0.07602476569367862,0.3754914454022577,0.9124366972207223,0.18502198274571466,False,False
4736,Rps4x,0.07622778494773337,0.3754914454022577,0.27187322393693913,17.114542238512755,False,False
7809,Sfn,0.07624356845963351,0.3754914454022577,-1.1199328457685194,3.8678401598321184,False,False
24210,Gtf2e1,0.07636743329599571,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
17321,Spryd7,0.07636743329599571,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
10812,Stambp,0.07636743945071248,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
2922,Hipk3,0.07636743945071248,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
7107,Tle1,0.07636743945071248,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
18483,Leo1,0.07636743945071248,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
6724,Map3k7,0.07636743945071248,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
4295,Dock11,0.07636743945071248,0.3754914454022577,1.3598961099030842,0.079295159764752,False,False
2133,St6galnac4,0.07647540628622845,0.3754914454022577,1.9448585761381358,0.07488987374115359,False,False
1557,H3f3a,0.07677488908544146,0.3754914454022577,0.2208325634063061,10.660792195324332,False,False
12302,Rasgrp4,0.07681245640657672,0.3754914454022577,-0.571243138430669,0.4581496804821334,False,False
9690,Mrps17,0.0769667626979149,0.3754914454022577,0.7318641383530143,0.3171805250355851,False,False
21426,Serpinb6a,0.07701667234333615,0.3754914454022577,0.5030895863761765,0.762114272243651,False,False
14585,Ddt,0.077052134501035,0.3754914454022577,0.7207770825436252,0.3524228381690475,False,False
9405,Ankrd13a,0.07718595812368208,0.3754914454022577,0.8639381676447901,0.22026429335188763,False,False
4562,Renbp,0.07720661371326952,0.3754914454022577,0.9124367949381613,0.18502199259229696,False,False
12277,Pak4,0.07724031400373982,0.3754914454022577,-1.614108639080159,0.07929515388962456,False,False
16569,Tomm20,0.07736312746128186,0.3754914454022577,0.3031092263068413,2.563875460939786,False,False
21896,Dhfr,0.07740234963002382,0.3754914454022577,2.1254306447389983,0.08370043802596137,False,False
21662,Hnrnpk,0.07748506046380607,0.3754914454022577,0.22939347123691198,4.281936007974432,False,False
25146,Egfl8,0.07753893183024019,0.3754914454022577,0.7207771696664079,0.3524228331144686,False,False
16850,Nt5dc2,0.07811605303345832,0.3754914454022577,1070.6780719266105,0.06607929613884325,False,False
27598,Pten,0.07817500546297994,0.3754914454022577,0.543857921250907,0.4229073376119925,False,False
25640,Myl12b,0.07819916240976059,0.3754914454022577,0.2724317285366252,2.2599110550817416,False,False
281,Ercc5,0.07821704542885223,0.3754914454022577,-1.4766050551362913,0.07488986597055906,False,False
21464,Eef1e1,0.07829037085577714,0.3754914454022577,0.7260230790637507,0.3348016396886977,False,False
7475,Urod,0.07836205581857372,0.3754914454022577,0.8105566626259506,0.23348010616943177,False,False
16118,Adcy7,0.07841421737892304,0.3754914454022577,-0.9075848006962933,0.23348016203237526,False,False
16813,Pde12,0.07857113588018831,0.3754914454022577,1.3598960216724054,0.10572687682535681,False,False
27812,Obfc1,0.07869955108323767,0.3754914454022577,1.1754712979248054,0.11894272776558537,False,False
22709,Fbln5,0.07872541699145472,0.3754914454022577,2.845322779742477,0.0660792954126578,False,False
25671,Ttc27,0.07886076902255736,0.3754914454022577,-1.962032146218008,0.039647576140674726,False,False
10006,Cdk8,0.07886076902255736,0.3754914454022577,-1.962032146218008,0.039647576140674726,False,False
4598,Brcc3,0.07907475299114144,0.3754914454022577,0.7541743065609491,0.2643171073581679,False,False
19254,Cct4,0.07930051546683034,0.3754914454022577,0.3297329927685553,1.3215854582807567,False,False
17685,Mre11a,0.0794856973067518,0.3754914454022577,1.4530054202415592,0.08370044190715589,False,False
15054,Tspan8,0.07960443567159088,0.3754914454022577,0.3726620647162522,1.396475312468239,False,False
12843,Ndnl2,0.0796590797499906,0.3754914454022577,0.955505301289687,0.18942727978927973,False,False
1247,4930523C07Rik,0.0799079945877822,0.3754914454022577,0.9973259075030169,0.19383258641685158,False,False
22516,Zfp36l1,0.07993120842632506,0.3754914454022577,0.39855658129161464,2.5462548785272676,False,False
5747,Shc1,0.08001025239603855,0.3754914454022577,0.5804942984290807,0.3964756332042459,False,False
22576,Elmsan1,0.08005227863146576,0.3754914454022577,0.5704620309036997,0.48017604248639245,False,False
199,Coa5,0.08010049069122603,0.3754914454022577,1.2858955166024968,0.1013215946829529,False,False
1816,St8sia6,0.08014465324232509,0.3754914454022577,-1.8100289452838023,0.06167400897468239,False,False
2088,Ptges,0.08014466618923462,0.3754914454022577,-1.8100289452838023,0.06167400897468239,False,False
21413,Serpinb6b,0.0803911773806538,0.3754914454022577,1.516015169328337,0.20264316389607964,False,False
23281,Dgat1,0.08047807082109856,0.3754914454022577,1.0968613601039787,0.1365638595845731,False,False
15065,Rab3ip,0.08049185614379482,0.3754914454022577,1.0379675850590693,0.13215856759558692,False,False
2535,Itgav,0.08059544285980118,0.3754914454022577,1.1534447197950188,0.1409691318803947,False,False
27734,Chuk,0.08062755685567075,0.3754914454022577,0.5959626014403578,0.31277522897667825,False,False
1800,Rbm17,0.08086050060126437,0.3754914454022577,0.5684815817947442,0.46255491824927314,False,False
22509,Arg2,0.08098486158795735,0.3754914454022577,2.3598960216724056,0.048458152073168816,False,False
24639,Mrpl18,0.08115080880950823,0.3754914454022577,0.9921639303076956,0.17180614544300257,False,False
15762,Sap30,0.0812427832634869,0.3754914454022577,0.6078225559744804,0.5594711835426381,False,False
17760,Col5a3,0.08124561880174427,0.3754914454022577,2.2078929998867878,0.04405286746911935,False,False
10378,E330009J07Rik,0.08124564336863119,0.3754914454022577,2.207892910312497,0.044052865007473775,False,False
27235,Cdc42ep2,0.08124564336863119,0.3754914454022577,2.207892910312497,0.044052865007473775,False,False
23438,Cenpm,0.08124564336863119,0.3754914454022577,2.207892910312497,0.044052865007473775,False,False
21050,Arhgdia,0.08126865367201272,0.3754914454022577,0.2631047962397893,3.308368374072508,False,False
19241,Ehbp1,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
2811,C1qtnf4,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
10972,Hdac11,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
18814,Sema3f,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
1911,Rnf208,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
1717,4631405K08Rik,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
7079,Orm3,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
19915,Rnasek,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
2881,Gm10800,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
12798,Nipa1,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
4885,Armcx1,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
4002,Lama5,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
1397,Mpz,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
20072,Fam57a,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
11488,Gm8994,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
23887,2610020C07Rik,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
21203,Nkapl,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
3618,Fam83c,0.0812747768959362,0.3754914454022577,-1069.3181759241966,0.013215858702617597,False,False
15186,Timeless,0.08136219920684143,0.3754914454022577,1.2858955166024968,0.1013215946829529,False,False
4103,Gripap1,0.08145319421918965,0.3754914454022577,0.9855004434424494,0.1497797289543215,False,False
547,Fam134a,0.08160682581098823,0.3754914454022577,-0.6318842247040374,0.3480176090669002,False,False
6983,Rad23b,0.0819825433359539,0.3754914454022577,0.4530042336377699,0.6784138096586724,False,False
1983,Notch1,0.08207972265621541,0.3754914454022577,-2.96203211352339,0.044052863616644025,False,False
3086,Casc5,0.0822400100415117,0.3754914454022577,1069.35614391234,0.026431719932524644,False,False
9389,Ung,0.0822400100415117,0.3754914454022577,1069.35614391234,0.026431719932524644,False,False
18164,Ncam1,0.0822400100415117,0.3754914454022577,1069.35614391234,0.026431719932524644,False,False
18167,Plet1os,0.0822400100415117,0.3754914454022577,1069.35614391234,0.026431719932524644,False,False
8916,Pdgfra,0.0822400100415117,0.3754914454022577,1069.35614391234,0.026431719932524644,False,False
19931,Chrne,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
24505,Itsn1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9081,2010109A12Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
427,Gm20342,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
17845,Glb1l2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
12247,1700049G17Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
27897,Nanos1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
21306,Hist1h2ac,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
27066,Epg5,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
11664,Lair1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
24738,Zfp53,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
24745,Zfp760,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
4192,Maob,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
27047,Ctif,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
3288,Pced1a,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
17807,Swsap1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9303,Zfp605,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
4118,Suv39h1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
8012,Gm29367,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
1204,Mr1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
19034,Zfp651,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
12134,Zfp428,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
10970,Nup210,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
21229,Hist1h2an,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
25741,Epas1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
3712,Mybl2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18560,Ibtk,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20907,Caskin2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
8418,Phtf2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9694,Phkg1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
19475,Gfpt2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
10346,Zc3hav1l,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18513,Gsta2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
8311,Mterf1a,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
6940,Msantd3,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
10551,Hoxa7,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20166,Atad5,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18866,Nckipsd,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
2850,Slc35c1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9728,Clip2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
7669,Gja4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
8521,Rnf32,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
7091,Tnfsf8,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9893,Ints1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18710,Amotl2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20778,Pecam1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20830,Abca8a,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
620,Ccl20,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20849,D11Wsu47e,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18731,Ackr4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
25534,Chaf1a,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18742,Aste1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18745,Pik3r4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20876,Cd300lf,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9989,Zkscan5,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
652,2810459M11Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
3178,Gatm,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20745,1700052K11Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20740,Itgb3,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9841,Pilrb2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
10662,C130060K24Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
3208,Atp8b4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
25482,Treml2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
7414,Skint11,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
7515,Tmem125,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18180,Hspb2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
11162,1700030F04Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
7775,Med18,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
11167,Fxyd4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
19665,Iba57,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
19081,Ccr5,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
4009,Slco4a1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
24998,Cpne5,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
1003,Tmcc2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
21160,Gng4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
6643,Rad54b,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
19717,Map2k3os,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
11390,Olr1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
4091,Cacna1f,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20506,Cdc6,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
11553,C2cd5,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
27162,Pcx,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18214,Gm16380,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20336,Hlf,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
345,Mars2,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
3662,Gm14286,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9606,Kntc1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
19118,Lif,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
19590,Slc36a3os,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
10869,A430078I02Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18213,Sln,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
21058,Pycr1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
10967,Slc41a3,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9885,3110082I17Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
20596,Klhl11,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
18260,Man2c1os,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
26944,Hmgxb3,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
27611,Ankrd22,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
25139,Notch4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
3652,Dsn1,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
9207,D930016D06Rik,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
6565,Cryz,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
13355,Hbb-bs,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
16252,Nol3,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
4559,Arhgap4,0.08224002444895405,0.3754914454022577,1068.3561437779786,0.013215858735439536,False,False
