,gene,pval,qval,log2fc,mean,zero_mean,zero_variance
11644,Tarm1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11636,Prkcg,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6580,Cth,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24550,Sh3bgr,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24555,Dscam,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24558,Fam3b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24560,Tmprss2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1152,Prg4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11592,Arntl2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24586,Dynlt1b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24589,Sytl3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11582,Sspn,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
11581,Bhlhe41,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24593,Rsph3b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1135,Rgs13,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11671,Lilra5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1184,C230024C17Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
9826,Gm36266,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11679,Tnni3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24159,Gm15657,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24170,Adcy5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1292,Gm26523,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1284,Fmo1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6522,Gm36888,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24187,Stfa2l1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24189,Gm5416,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24190,2010005H15Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8293,Samd11,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1277,Dnm3os,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11545,Kcnj8,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24198,Casr,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7729,1700003M07Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7730,Adgrb2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24262,Cd200r4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24264,Cd200r3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24284,Pvrl3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24289,Trat1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1206,BC034090,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24378,Epha3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24386,Vgll3,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
1196,A830008E24Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24202,Eaf2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1306,Slc19a2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24621,1700110C19Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1126,Cfh,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24906,Capn15,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24907,1700022N22Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24920,Neurl1b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11308,Tuba3a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1042,Myog,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24935,Syngap1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7230,Tek,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1036,Fmod,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24959,Anks1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6667,Gm11837,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1008,Cntn2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24994,Trp53cor1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8211,Dffb,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11279,Lrrc23,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6671,Calb1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11274,Gm20531,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8207,Ajap1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
25026,Tff1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
25028,Ubash3a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6677,Gm11851,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
25029,Rsph1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11336,9330179D12Rik,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
6647,Cdh17,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24879,Gng13,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24866,Baiap3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1121,Aspm,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24664,Gm3448,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24666,Tcte3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24669,Dll1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6610,Fam110b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24679,Zfp960,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24680,Zfp97,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24686,Spaca6,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6620,Car8,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24746,Zfp229,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11528,Slco1c1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24772,Zfp13,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11399,Klri1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1073,Gm38399,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11397,Klrc2,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
24825,Rab26,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1069,Shisa4,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
24833,Syngr3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24835,Noxo1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24841,Rpl3l,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11385,Clec12a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24844,Meiob,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1083,Cacna1s,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11262,C1rl,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11890,Arhgap35,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11943,Mypopos,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12331,Zfp14,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12330,Zfp568,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8427,Fbxl13,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7702,Gm12976,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12326,Zfp420,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23513,Fam19a5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12310,Kcnk6,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12309,Catsperg1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23549,C230037L18Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23559,Slc2a13,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23575,Tmem117,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23578,A130051J06Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1534,Kif26b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23603,Pfkm,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1528,B230369F24Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6390,Slc9b2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1519,Gm26801,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12281,Fbxo17,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7703,Sync,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23664,Asic1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8412,Cd36,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12334,Zfp566,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23467,1700001L05Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23465,A4galt,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12341,Gm26810,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1673,Nsl1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23282,Scrt1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23295,Recql4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12452,Gm6096,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7690,Azin2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23316,Apol10b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23319,Apol9b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12413,Gm10640,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23335,Kctd17,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12405,Fxyd7,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7705,Gm26722,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12397,Hamp2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12394,Gm29440,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23366,Pla2g6,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1615,Mark1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1614,C130074G19Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23379,Gm26884,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7693,1700086P04Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6331,Enpep,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23391,Syngr1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1607,1700112H15Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12345,Wdr62,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8456,Kcnh2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11907,Ccdc8,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6405,Emcn,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23718,Krt81,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12118,Zfp235,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1418,Gm26641,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
9807,Ache,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
9808,Ufsp1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6497,Ddah1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11984,Gm26890,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23934,Vpreb1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23950,Hic2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8323,Steap2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11976,Exoc3l2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23957,Aifm3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23995,Cldn5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1387,Gm26620,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1378,4930500M09Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24035,Clcn2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24040,Ephb3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24050,Liph,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11952,Fbxo46,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
24071,Masp1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11945,Foxa3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1362,Rxrg,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23891,Gm4279,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12133,Cadm4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23877,Gm26822,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7266,Gm12689,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23727,Krt6b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23747,Soat2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23764,Map3k12,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12196,Cyp2b10,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12193,Cyp2s1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1473,BC094916,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23777,Hoxc5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23789,Nfe2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12187,Tmem91,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23797,Pde1b,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23688,5330439K02Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23798,Ppp1r1a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1454,Cfap45,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23807,Gm26675,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
20441,Lrrc46,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12167,9130221H12Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12165,Zfp526,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12164,RP23-474C17.2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
1452,Igsf9,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12158,Atp1a3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23862,Atf7ip2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12143,RP23-26A14.14,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
12175,4732471J01Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
23248,Naprt,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
8203,Nphp4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11238,Clec4a4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
343,Rftn2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6959,Vma21-ps,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7948,2700016F22Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27254,Batf2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
332,Hecw2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27267,Nrxn2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10360,4930599N23Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10356,Tbxas1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10348,Ttc26,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7934,Pla2g2e,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27327,Lrrn4cl,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10342,Svopl,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7021,Gng10,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
277,Gm8251,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10320,Agbl3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
231,Creg2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27384,Ms4a8a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10296,Plxna4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27405,Ms4a2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7032,Slc46a2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27505,Pcsk5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
355,4930558J18Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27182,Slc29a2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27179,Peli3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7969,Padi4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
432,Zdbf2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10570,Chn2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27023,Stard6,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10558,Evx1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6912,Tmod1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10549,Hoxa5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27055,Katnal2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7210,Cdkn2a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27080,Kcng2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27085,Sall3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27543,Tmem252,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6922,Trim14,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27092,4930445N18Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10513,Fam221a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
388,Cdk15,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27126,Aldh3b1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10495,Gimap5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27130,Acy3,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10488,Gimap8,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10476,Sspo,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7822,Ubxn11,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27163,Lrfn4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
6926,Gm568,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
26998,Cidea,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
27553,Dmrt2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27571,Insl6,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
7098,Tlr4,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27775,9130011E15Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
69,D030040B21Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10067,Medag,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10062,2310047D07Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
60,Sbspon,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
10055,Gm15408,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
56,Msc,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
54,Eya1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10045,2210417A02Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7124,A230083N12Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
46,Slco5a1,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
45,Sulf1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27843,Adra2a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27871,Gfra1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10021,Rasl11a,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
28,Mybl1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27888,Emx2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
25,Adhfe1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
11,Rgs20,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27954,CR974586.5,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10096,Stard13,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27761,Lbx1,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
27730,Dnmbp,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7095,Pappa,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27575,Pdcd1lg2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27576,A930007I19Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7901,2810405F17Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10201,Cped1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10196,Tspan12,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7074,Zfp618,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10190,Gm26809,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
10188,Cttnbp2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27591,Asah2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27596,Papss2,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27564,4430402I18Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27615,Ch25h,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27629,Htr7,0.3173186216200539,0.55386251657341,1067.771181344438,0.008810572900567287,False,False
27631,Ankrd1,0.3173186216200539,0.55386251657341,1070.7711813444382,0.07048458320453829,False,False
10149,Glcci1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7082,Aknaos,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
154,4930568A12Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
7885,6030445D17Rik,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27656,Slc35g1,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
27686,Blnk,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
149,Gm37233,0.3173186216200539,0.55386251657341,1066.771181344438,0.004405286450283643,False,False
